,huc12,ps,corr
535644,20600060403,594,0.8602982345427039
535872,20801100403,1710,0.8602026947632374
536024,20801100405,56397,0.8601614747497874
537639,20801100403,1384,0.8600783827819832
537816,20700040806,55231,0.8599814625290516
538129,20600040101,6031,0.8598886474714533
538300,20502040407,7314,0.8598082763749559
538522,20700100803,10773,0.8596906984188584
538669,20700081004,55405,0.859622712149663
539225,20503050406,54634,0.8594757113377673
539265,20700100803,7836,0.8594576104516569
539569,20700100401,3122,0.8592998684962423
539779,20700100401,55349,0.8592142369334065
539868,20503051010,2535,0.8591688220289834
540142,20801100102,55938,0.8590320812550497
540268,20700070304,55348,0.8589648729020021
540387,20802060605,50966,0.858904880117713
540423,20600060401,1695,0.8588842359860887
540759,20700081004,10773,0.8587240528185754
540760,20801090302,50888,0.8587239832627328
540903,20501011312,2828,0.8586573324249038
540992,20700030405,6166,0.8586219385382711
541121,20503040702,55516,0.8585610483703883
541292,20700030405,983,0.8584814479611541
541386,20501030704,3136,0.8584340890574622
541403,20600020405,55228,0.8584238329630234
541876,20501030704,2878,0.8581852605385497
541977,20700100401,55337,0.8581396237121126
541986,20801100403,3405,0.8581351391464844
542216,20600060101,54634,0.858019428345534
542261,20802060804,2727,0.8579967288672243
542266,20600050506,1769,0.8579948157870538
542779,20700110102,55710,0.8577270685379009
542897,20600020406,55102,0.8576699100463326
542898,20700041006,1733,0.8576696777465709
542933,20700020205,3935,0.8576576243002128
543011,20600020406,3775,0.8576209081101209
543445,20700100804,57029,0.8574205547001887
543527,20501050607,2549,0.8573749366272699
543906,20502061103,55439,0.8572167707757017
543912,20801100403,2682,0.8572121266518765
544317,20801020303,2408,0.8570731812685672
544405,20503010802,50966,0.8570335509679062
544915,20700020205,2480,0.8568751762861649
544988,20600060401,55938,0.856837938693705
549098,20801060402,2539,0.8567037769311351
549142,20600060403,50039,0.8566889732099399
549323,20600040101,2549,0.8566155691164608
549834,20600020409,6004,0.8565194807800308
549936,20801090302,1769,0.856480512241899
549944,20700100307,2549,0.8564759087199292
550060,20801040104,6031,0.8564200181414025
550287,20700080803,50888,0.8563099007549514
550389,20700040806,55736,0.8562611305647361
550560,20600050506,1831,0.8561943954417397
550587,20503060707,3405,0.856182081777752
550651,20600050503,55938,0.856141172352645
550898,20501050607,54915,0.8560208459662403
550990,20801060403,3796,0.8559814396357159
551177,20600060603,55938,0.8559098250850602
551382,20700020205,3775,0.8558139957387181
551602,20802010204,55405,0.8556972486826936
551675,20802060804,57029,0.8556668312535923
551878,20802020105,7318,0.8555709778253066
552037,20700030106,55276,0.8555092765020461
552568,20700100401,1733,0.8552676991377596
552643,20700110206,994,0.8552289646482653
552672,20700030405,50888,0.8552129466677214
552931,20801060603,54,0.8550751094259269
553455,20600020204,10343,0.8549504884716881
553953,20700030405,1378,0.8547358966224626
554184,20801040201,1010,0.8546103524087256
554394,20501050607,1710,0.8545100632072671
554462,20802040501,3113,0.8544839805745167
554659,20801060402,55224,0.8543805414571337
555013,20801090501,2840,0.8542245572021988
555046,20801090302,55247,0.8542064753318124
555074,20503010802,5083,0.854194416877979
555597,20801090501,990,0.8539292708674117
555640,20801090501,55667,0.8539104494592691
555684,20801100403,1379,0.8538970958623326
555703,20501030704,1353,0.853885298010138
555829,20700110206,50888,0.8538291999416989
556062,20700100306,52193,0.8536908863025601
556396,20801100305,55228,0.8536246757758086
556475,20700020205,1733,0.8535922546360056
556871,20600030703,54634,0.8533975534491893
556881,20600050508,55801,0.8533906267068997
556919,20600020406,2709,0.8533738716904247
556920,20801050301,55350,0.853373701935766
556994,20801040406,55298,0.8533396572054359
557108,20700041006,1363,0.8532864488972856
557232,20503030802,1769,0.8532216142269846
557330,20802040501,6213,0.8531883670801104
557439,20700100102,2378,0.8531322281137956
557825,20600060402,2828,0.8529365780742065
557839,20700100401,1745,0.8529299048800287
557935,20503030802,1378,0.8528928251100343
558073,20801090302,55377,0.8528178170190738
558451,20700090704,1720,0.8526348723093164
558623,20700100401,1355,0.8525625986000833
558854,20802040102,6137,0.8524436081600008
558876,20700030106,50497,0.8524315829331065
558975,20802010204,10308,0.8523790765006304
559096,20801020204,2866,0.8523230627956041
559103,20801090401,7909,0.8523204796753351
559255,20600020204,10099,0.8522379892241941
559374,20600050503,4259,0.8521835598484331
559417,20503030802,55247,0.8521627226252904
559786,20503061204,56259,0.8520013634606803
559973,20801020204,50458,0.8519011611761265
560346,20801100403,2720,0.851728800486975
560839,20700020403,2549,0.8515073556656101
560880,20700020205,594,0.8514879852028909
560952,20503041204,4259,0.851454481732129
561032,20503061107,3935,0.8514143864875121
561045,20801060601,7336,0.8514081730718284
561095,20700100306,57029,0.8513862966170981
561170,20700040102,10099,0.8513457392404822
561205,20503061304,50292,0.8513321482055093
561233,20503060504,1843,0.8513209300696952
561357,20700100401,1702,0.8512634988879966
561394,20600010000,1010,0.8512463104814605
561479,20700030405,3136,0.8512012613508508
561676,20600040203,56292,0.8511135197980576
561729,20600020203,1723,0.851083339305997
561817,20801090302,3149,0.8510373687557483
562003,20700100804,10190,0.8509542790949367
562021,20503050802,55938,0.8509419388738538
562088,20502061207,55262,0.8509060256049553
562202,20801090302,1554,0.8508529397668848
562660,20700100401,55381,0.8506744365739257
562686,20600050508,7158,0.8506644426758083
562834,20700020507,7335,0.8505911276090855
563271,20503030802,55285,0.8503831177959671
563291,20600040203,2625,0.8503724561256211
563613,20700020205,8906,0.8502206678903952
563905,20801060503,2869,0.8501622726916481
564056,20501050607,594,0.8501005342407518
564193,20700020802,52087,0.8500869828697346
564391,20501030704,1571,0.8499953258140336
564430,20700020207,8042,0.8499738557891415
564529,20501030704,3797,0.8499328344496512
564973,20503061107,50449,0.849710579011718
565100,20503050802,1553,0.8496676573683665
565544,20700030405,55164,0.8496200478137719
565662,20801010000,1552,0.849576548617744
565834,20503060504,3407,0.8494886489786395
565882,20700030106,55101,0.8494550640046571
566019,20801060501,55262,0.8493863478725974
566180,20700030801,2549,0.8493114533963574
566201,20802060103,2403,0.849297781373077
566326,20801060403,2850,0.8492276521350216
566396,20801090302,3138,0.8491913054609537
566431,20801050301,2511,0.8491770214082991
566509,20801090302,1572,0.8491360612709886
566608,20600030105,2549,0.8490851385512659
566641,20700070304,55690,0.8490709588939939
566768,20600020204,55348,0.849015138910813
566886,20503061107,50978,0.8489479572769192
566921,20802040501,1008,0.8489322942822929
567674,20700100804,55502,0.8487134434671366
567808,20802040501,599,0.8486603912627141
567835,20503041204,1720,0.8486543186038786
567932,20700030405,55285,0.8486078043410104
568255,20801060603,599,0.8484653236806777
568304,20700070304,3406,0.8484408640646384
568458,20503050406,1723,0.8483948996602707
568590,20700040102,54634,0.8483268830643791
568721,20700020205,2682,0.8482695146724653
570443,20600050508,2549,0.8482236347783432
573700,20801060601,2549,0.8479919312154774
573848,20503020305,50555,0.8479321924922023
574001,20600050503,55969,0.8478697531246182
574015,20600060403,55502,0.8478608227368998
574221,20502040407,6035,0.8477601582490352
574359,20700030106,10308,0.8476839814663978
574561,20700020204,1843,0.8475866582819745
574977,20600020406,55503,0.8474470670753199
575087,20700110104,1007,0.8473854427959585
575088,20600020204,1355,0.8473853841319079
575301,20700100102,56259,0.8473533516997559
575456,20801090501,55738,0.8472971322110548
575497,20700040102,52019,0.8472810740086645
575519,20700020207,2549,0.8472644971292456
575597,20502061207,7213,0.8472295282968448
575748,20600060403,8042,0.847162344046178
575755,20600020203,1382,0.8471602343476449
575984,20801090501,7213,0.8470551944578328
576079,20801100403,55110,0.8470055280231213
576109,20700110206,55264,0.8469874666372471
576541,20503050107,52019,0.8467755170014307
576542,20600031101,2549,0.8467752241086087
576634,20600020406,6082,0.8467428526250527
576638,20801050301,55102,0.846738935394443
576650,20502061207,54634,0.8467320531505322
576801,20503060707,10771,0.846644709709491
577422,20801050604,1374,0.8463999605355451
577435,20700100401,8006,0.8463921787770231
577775,20700040409,55262,0.8462467852017062
577826,20802040501,2549,0.8462192191642403
578269,20600020204,55401,0.8460107338792453
578416,20801110303,56397,0.8459490923400241
578834,20700110206,1355,0.8457519628105082
578956,20700110203,7839,0.8456934617052769
579160,20700050704,7909,0.8455942569459143
579242,20502061103,7335,0.8455603948697645
579328,20503061202,50292,0.8455057507309401
579525,20801060402,55239,0.8454078681939916
579830,20700100306,10621,0.8452507756165338
579889,20700100401,50450,0.8452160956667449
579917,20600020204,2490,0.8452082020149073
579947,20600050503,2549,0.845190374190985
580069,20801090302,995,0.8451123655758114
580344,20502050607,1831,0.8449711042879475
580399,20600020406,1710,0.8449377842600568
580624,20802010605,55348,0.8448101486373147
580688,20801090302,1379,0.8447822901222638
580696,20700020205,2720,0.8447772798470405
580827,20700110206,50279,0.8447087642814246
580924,20501030704,50888,0.8446581061734827
580950,20700100804,50888,0.8446418481615355
581014,20801060501,2539,0.8446064541181073
581105,20502010709,55348,0.8445586966887529
581255,20700100102,50292,0.8444889693859637
581315,20801010000,1010,0.8444574474207643
581325,20700020205,6213,0.8444513400910058
581333,20801100206,55667,0.8444496461065713
581417,20802060101,7258,0.8444186547114461
581524,20700110102,1830,0.8443637245658256
581820,20700020204,56032,0.8442150493577777
581899,20700040305,50497,0.8441686379464043
581931,20600020206,55148,0.8441522038668313
582030,20802030101,7909,0.8441143971775988
582144,20502040407,55262,0.8440550898310516
582145,20700100803,7837,0.844054598023311
582571,20700041009,4259,0.8438437470235618
582719,20700041006,995,0.8437790569341059
582828,20801050604,54914,0.8437160111643776
582851,20600060403,3113,0.8437015150821126
582973,20503051010,2408,0.8436376010724654
583032,20801090302,2840,0.84360958076391
583249,20801100307,50385,0.8434979456201935
583338,20700020207,55699,0.8434574941046254
583464,20801100307,50561,0.8433930076691071
583479,20700041006,55787,0.8433843627917906
583771,20802070704,7912,0.8432419350480288
583887,20502010709,7213,0.8431688482667613
584006,20700040806,50451,0.8431146499124897
584153,20801110704,55101,0.8430366772072382
584205,20600050506,6035,0.8430096454770101
584348,20700110206,3122,0.842928772975813
584540,20801090501,3944,0.8428262673747243
584614,20503060707,593,0.8427848837941997
584616,20600020405,55348,0.8427840858914085
585012,20503041204,3403,0.8425941385454554
585013,20802040501,55736,0.8425939283628412
585119,20802020105,2539,0.8425381624732151
585519,20502010709,6035,0.8423569862203458
585699,20600020204,55285,0.8422684212247983
585782,20700020205,1363,0.8422276069025237
585881,20801100403,1745,0.8421768605813218
585928,20503061503,56259,0.8421546491401434
586118,20503051007,1843,0.8420534241567049
586282,20700020205,6082,0.8419708158456051
586415,20600060604,2625,0.8419011527581592
586474,20801010000,56397,0.8418656055573638
586516,20801090302,7837,0.8418457926788326
586524,20801030502,1353,0.8418430908504698
586574,20700100201,55524,0.8418180413696702
586928,20502050607,3809,0.8417370919471647
587304,20501050607,1720,0.8416113948034032
587623,20501071003,3797,0.8414645312890421
587797,20700020207,50292,0.8413813995528594
587809,20600030701,56397,0.8413758805651754
587920,20700100803,55263,0.8413191078946191
588007,20801100403,1572,0.8412750459839554
588271,20700030405,3399,0.8411409980060643
588349,20600040101,2403,0.8411004389638838
588408,20501050607,50039,0.8410699114248529
588565,20801040703,4259,0.8409863894225468
588572,20700041006,6082,0.8409817102284295
588619,20600031101,55347,0.8409633134133653
588661,20600050506,55088,0.8409426133160335
588750,20502040407,10870,0.8409034157457791
588885,20700110203,55524,0.8408264551903876
588916,20600060402,55347,0.8408145685876635
588933,20700100804,55284,0.8408082330993415
588963,20502010709,3138,0.8407904832558729
589098,20600050302,4259,0.8407296811995391
589249,20503061107,50879,0.840651356980755
589284,20600060402,1733,0.8406338393292074
589404,20700020403,2408,0.8405693987573647
589450,20801100403,2709,0.8405414089267687
589514,20503020305,2832,0.8405098052363549
589693,20501030704,2378,0.8404281623512435
589762,20503061713,6137,0.8403956129958007
589906,20501030704,10525,0.8403245105116302
589918,20700041106,599,0.8403210444230483
589993,20700041006,2682,0.8402834328865155
590124,20700020205,2516,0.8402244740050571
590503,20600060401,56397,0.8400466888343379
590687,20503060707,2480,0.8399982804967852
590743,20700030106,2840,0.8399719409124219
590770,20700020801,55801,0.8399688171595152
590936,20700110104,55284,0.8398960467791905
591094,20600020406,1010,0.8398482787967647
591303,20600030703,983,0.8397492826750659
591400,20700110206,1710,0.8396812564602978
591662,20700020205,50561,0.8395570306004444
591737,20700020207,1710,0.8395156332760575
592189,20700020402,55699,0.8392885556749665
592192,20700041106,2709,0.8392873408647378
592746,20801100307,55251,0.8390011068072191
